epoch,train_loss,val_loss,lr
0.21,0.15917202837765218,0.07110926614663864,0.001
0.43,0.10728642475325614,0.06688202075439237,0.001
0.64,0.08843799589201808,0.06317061890642774,0.001
0.85,0.08096669078106061,0.06190079194098964,0.001
1.0,0.07405174546651423,0.06587803344857895,0.001
1.21,0.049273059798870235,0.06194736936792605,0.001
1.43,0.04573473493568599,0.06013841827210607,0.001
1.64,0.044794471031054856,0.05511467057769581,0.001
1.85,0.0471401830855757,0.06292938027467768,0.001
2.0,0.04478604551563745,0.06454381488768732,0.001
2.21,0.04712589082773775,0.06099877620147447,0.001
2.43,0.04376803664723411,0.05964512866527095,0.001
2.64,0.04288540108905484,0.05631616862364492,0.001
2.85,0.045345794518943876,0.0615477022730698,0.001
3.0,0.04314333942133373,0.06471969401148164,0.001
3.21,0.04634133767569438,0.06414746368398606,0.001
3.43,0.042870662751374765,0.05771255519998781,0.001
3.64,0.04206378941812242,0.05477251664151327,0.001
3.85,0.04452060931071174,0.05965194324726018,0.001
4.0,0.04236333580437169,0.06654377481347676,0.001
4.21,0.045748273821081965,0.06701463636137166,0.001
4.43,0.04228514023241587,0.060614389967236476,0.001
4.64,0.0414594862710995,0.05530610136782466,0.001
4.85,0.0439413550629979,0.06135292575789331,0.001
5.0,0.04183329774758589,0.06585892184511206,0.001
5.21,0.045252914619632066,0.06058774538874879,0.0005
5.43,0.041400215737521645,0.06187118498718966,0.0005
5.64,0.04057439136396473,0.05466838819921901,0.0005
5.85,0.04296987334615551,0.05945496494739742,0.0005
6.0,0.04093813199426665,0.06284622145595692,0.0005
6.21,0.04462338983546942,0.06208828593193853,0.0005
6.43,0.04059035601094365,0.06309091268596634,0.0005
6.64,0.03978812372700001,0.05436919556962232,0.0005
6.85,0.04220656379126012,0.059349095638273126,0.0005
7.0,0.04025693574379593,0.06358684966009173,0.0005
7.21,0.044196505083236845,0.0642502065392811,0.0005
7.43,0.04001340491638985,0.06290252975156625,0.0005
7.64,0.03924799142211365,0.053870120859247146,0.0005
7.85,0.041621954767906574,0.06089718376238972,0.0005
8.0,0.03974209891571569,0.06435129237440178,0.0005
8.21,0.04362779402174056,0.061872395094862934,0.0005
8.43,0.03936446489824448,0.0645054821201237,0.0005
8.64,0.03853994757519104,0.05481114478039918,0.0005
8.85,0.04088120543019613,0.06136970710940659,0.0005
9.0,0.03906980706324151,0.06428194703865733,0.0005
9.21,0.04329578577307984,0.06057811443993853,0.00025
9.43,0.038869925509206954,0.06391509377271316,0.00025
9.64,0.03800346779093767,0.05750264797628052,0.00025
9.85,0.040152020448003894,0.06176140007436654,0.00025
10.0,0.03840098796554482,0.061363827504249194,0.00025
10.21,0.04228041320340708,0.06050184778316672,0.00025
10.43,0.037979937650961804,0.06371476871387685,0.00025
10.64,0.0371568714963117,0.05793405947733229,0.00025
10.85,0.03933532150549581,0.060547985708719845,0.00025
11.0,0.03765437378386073,0.061687802497329094,0.00025
11.21,0.04148157028481364,0.05851007064693939,0.00025
11.43,0.037188173778122294,0.06476231615090648,0.00025
11.64,0.03641588255413808,0.05621436759592744,0.00025
11.85,0.03861055907123955,0.06002229954494889,0.00025
12.0,0.03697491551301141,0.06313449630150729,0.00025
12.21,0.04070665108738467,0.05873379503550418,0.00025
12.43,0.03653394749271684,0.0656208182306234,0.00025
12.64,0.03578694978263229,0.05516035105022839,0.00025
12.85,0.037957838873844595,0.06120174603883998,0.00025
13.0,0.03636901947299939,0.06082739098928869,0.00025
13.21,0.04019680326571688,0.056484567368466215,0.00025
13.43,0.035950192933669314,0.06483811496409699,0.00025
13.64,0.035196043230049934,0.05504249048545578,0.00025
13.85,0.037313325327413625,0.06297748765150496,0.00025
14.0,0.035755443514206446,0.06174277222983665,0.00025
14.21,0.03953590468270704,0.05601065754653665,0.00025
14.43,0.035353418361628426,0.06181027529114005,0.00025
14.64,0.03456044188855837,0.05524327652528882,0.00025
14.85,0.036652835252461956,0.0638229225770081,0.00025
15.0,0.03511430231606828,0.06125180596501519,0.00025
15.21,0.038723813657416034,0.06123727001644418,0.00025
15.43,0.034731759827409406,0.06102725350045425,0.00025
15.64,0.033930972168260874,0.05268287513468225,0.00025
15.85,0.035934215019369734,0.061138413329529816,0.00025
16.0,0.034458985235497334,0.06005980485213636,0.00025
16.21,0.03797029150882736,0.060291105609039886,0.00025
16.43,0.03405965470155934,0.062252506088875864,0.00025
16.64,0.03327546216954943,0.053066476705973434,0.00025
16.85,0.03528376618589391,0.05970647812315847,0.00025
17.0,0.03385014047887447,0.05802743410754759,0.00025
17.21,0.03729990722611547,0.061290977826594546,0.00025
17.43,0.03354141922260169,0.0630510720479602,0.00025
17.64,0.0326908158371225,0.052911952370777726,0.00025
17.85,0.03463743173982948,0.05769186608209196,0.00025
18.0,0.03325205159611133,0.05713165684413733,0.00025
18.21,0.0368391109793447,0.059169258882875664,0.00025
18.43,0.03307500100723701,0.06130427469388913,0.00025
18.64,0.03224522601017573,0.051149585039623205,0.00025
18.85,0.03408821025412181,0.05451696946569797,0.00025
19.0,0.03272081512881775,0.05846909365332607,0.00025
19.21,0.03615178542211652,0.05520322830889816,0.00025
19.43,0.03245534492598381,0.061893124267522054,0.00025
19.64,0.03168791478228134,0.05157353513542626,0.00025
19.85,0.033494755264255216,0.05627400512112526,0.00025
20.0,0.03217523085850956,0.057862273910698495,0.00025
20.21,0.03576208645827137,0.06339517941745787,0.00025
20.43,0.03210853757627774,0.06056677472335681,0.00025
20.64,0.031271036199177614,0.05227173042436272,0.00025
20.85,0.03302888120364514,0.05694032650661923,0.00025
21.0,0.031757566633956305,0.05937912936275035,0.00025
21.21,0.035293303049402314,0.05915594450592742,0.000125
21.43,0.03166246195352869,0.06189765123318944,0.000125
21.64,0.030823629369648796,0.05999711723761412,0.000125
21.85,0.03253307273756945,0.05701904282194831,0.000125
22.0,0.03127939707083725,0.056201514997124925,0.000125
22.21,0.03467470749979839,0.05515187866670095,0.000125
22.43,0.031119442025665193,0.06073124946876413,0.000125
22.64,0.030312263153027742,0.05389924071950175,0.000125
22.85,0.032048153236682995,0.0565217010148059,0.000125
23.0,0.030846766599731294,0.05650235933125398,0.000125
23.21,0.03437716242740862,0.057938945081116536,0.000125
23.43,0.030866103104199284,0.058915524810584166,0.000125
23.64,0.03002915181471811,0.052847410350943265,0.000125
23.85,0.0317257422786497,0.05711533979244404,0.000125
24.0,0.030524780565158144,0.056302918188305476,0.000125
24.21,0.03406170612608548,0.059676696605569984,0.000125
24.43,0.030633411678136328,0.06148213833783579,0.000125
24.64,0.029815151311728794,0.05207111497441212,0.000125
24.85,0.031456699308619135,0.05635506213816293,0.000125
25.0,0.030281626185419172,0.05651957916600977,0.000125
25.21,0.03385453097638674,0.05861164650374676,6.25e-05
25.43,0.03045020074932836,0.05803270372206945,6.25e-05
25.64,0.029651887599611654,0.05062777408540754,6.25e-05
25.85,0.031259904085018206,0.05609170215646342,6.25e-05
26.0,0.030097277799975067,0.05448313244871038,6.25e-05
26.21,0.033557752134511246,0.05724587246491495,6.25e-05
26.43,0.030163946179091,0.057500884657078505,6.25e-05
26.64,0.02938622950168792,0.05025226985088597,6.25e-05
26.85,0.030997529724700143,0.05567759387905441,6.25e-05
27.0,0.029870942180201993,0.05426442149584576,6.25e-05
27.21,0.033305257841711865,0.055713013564315385,6.25e-05
27.43,0.029916031651373486,0.05760493750044666,6.25e-05
27.64,0.029184517664834857,0.05125919988347312,6.25e-05
27.85,0.0307718097709585,0.05692560842923694,6.25e-05
28.0,0.029671704376229704,0.053877506701086285,6.25e-05
28.21,0.0331597391795367,0.05567634807725958,6.25e-05
28.43,0.029833602926519234,0.05689625406906135,6.25e-05
