epoch,train_loss,val_loss,lr
0.21,0.12471883904188871,0.13510498114056507,0.001
0.43,0.11169963878113777,0.13993374048337592,0.001
0.64,0.10790280757471919,0.13372435384445777,0.001
0.85,0.1133764585480094,0.13151983454255228,0.001
1.0,0.10826347445077168,0.13317852773529998,0.001
1.21,0.11169771480374038,0.12668324928036181,0.001
1.43,0.10297598786186427,0.1378671487130351,0.001
1.64,0.10079515741206706,0.12821545221416628,0.001
1.85,0.1073525015776977,0.13135738288825852,0.001
2.0,0.10278523656099303,0.13132274052980591,0.001
2.21,0.10941625813953579,0.13645942092446958,0.001
2.43,0.10153233065269887,0.12920154258608818,0.001
2.64,0.09924743719709417,0.1284590083632176,0.001
2.85,0.1057120739412494,0.12955739377540046,0.001
3.0,0.10130939716145221,0.13862078752116128,0.001
3.21,0.10848796394653619,0.12634657476476188,0.001
3.43,0.0988517117826268,0.1378141359536577,0.001
3.64,0.0987062240516146,0.13451708745905908,0.001
3.85,0.10830776954535395,0.13566234174294997,0.001
4.0,0.1042848894295055,0.13095535910925118,0.001
4.21,0.11216930726543069,0.13050577920561623,0.001
4.43,0.10243243022821844,0.1321185452121673,0.001
4.64,0.10012805232778192,0.12963954367185548,0.001
4.85,0.10655141834635287,0.13173182191863908,0.001
5.0,0.1020193040875863,0.15185885145565717,0.001
5.21,0.10922348494641483,0.1339735725373661,0.001
5.43,0.09926891037728637,0.13335149244294833,0.001
5.64,0.09760726134448001,0.13161341517658556,0.001
5.85,0.10414928757702001,0.1346585629350048,0.001
6.0,0.09994872112280372,0.152806143410567,0.001
6.21,0.10846947468817233,0.1299156607523308,0.001
6.43,0.0978663132758811,0.137118791916676,0.001
6.64,0.09651766806685676,0.12809749043909674,0.001
6.85,0.10299169815494678,0.1362437722509948,0.001
7.0,0.09868226293872012,0.1500358946731914,0.001
7.21,0.10703158419113606,0.1308059484176969,0.0005
7.43,0.09634390165796504,0.13327646153679085,0.0005
7.64,0.09492161859137317,0.12600259688067234,0.0005
7.85,0.10108242504298687,0.13218906619664977,0.0005
8.0,0.09676797458804595,0.1472394283766211,0.0005
8.21,0.10642874235287308,0.13110924018073386,0.0005
8.43,0.0950691164424643,0.13495711426613693,0.0005
8.64,0.09372530130203813,0.12376945691530482,0.0005
8.85,0.09982820355915464,0.13124562713112367,0.0005
9.0,0.09555805979739862,0.14426116885270102,0.0005
