epoch,train_loss,val_loss,lr
0.21,0.22508588869124652,0.11465919289295956,0.0001
0.43,0.14696705150417982,0.06837325333222999,0.0001
0.64,0.11590626118394236,0.06231963228813167,0.0001
0.85,0.10219877831172199,0.06092706644686602,0.0001
1.0,0.0927886309364578,0.05977681741686696,0.0001
1.21,0.05139313886407763,0.06138842342958107,0.0001
1.43,0.04825424501672387,0.05799474674513785,0.0001
1.64,0.04715769077495982,0.058559158169743365,0.0001
1.85,0.04969199134036899,0.05957545059875159,0.0001
2.0,0.047430534925602036,0.05772291205949703,0.0001
2.21,0.04900819820351899,0.057284370119983365,0.0001
2.43,0.04506010831217282,0.05761605096286384,0.0001
2.64,0.044169745999388395,0.056022697301991914,0.0001
2.85,0.046968970723683015,0.060907727517819,0.0001
3.0,0.04493415345047206,0.057873060248034486,0.0001
3.21,0.04824550551827997,0.05583800638283966,0.0001
3.43,0.04371025703032501,0.05808314754454009,0.0001
3.64,0.04276574570840846,0.05553408142305532,0.0001
3.85,0.04541736053884961,0.06294980135320102,0.0001
4.0,0.043461068143239176,0.059076801589611226,0.0001
4.21,0.04722589029464871,0.05616941172787446,0.0001
4.43,0.042442841338925064,0.05983889176731266,0.0001
4.64,0.04155788542392353,0.0585725636229361,0.0001
4.85,0.04407315319404006,0.06390726211149308,0.0001
5.0,0.04222135786006869,0.05829080554925031,0.0001
5.21,0.045960879088379446,0.05670039877058717,5e-05
5.43,0.04118051993544213,0.05786424870523861,5e-05
5.64,0.04018914481857792,0.058930297559758614,5e-05
5.85,0.04235072649025824,0.06335986803396274,5e-05
6.0,0.04058673374977046,0.057639782518243136,5e-05
6.21,0.04432331315241754,0.056924928437476444,5e-05
6.43,0.039772322870558124,0.0580994539018089,5e-05
6.64,0.038925325121575344,0.05863430105165531,5e-05
6.85,0.04110724677098915,0.06393207254882713,5e-05
7.0,0.039454768754724756,0.058067106101188364,5e-05
7.21,0.04286415049573407,0.057579513268261134,5e-05
7.43,0.03856741186289583,0.058512049229910316,5e-05
7.64,0.037742018792778255,0.058062414883367594,5e-05
7.85,0.03994520677486434,0.063894802893875,5e-05
8.0,0.03838656170257907,0.05852546762690832,5e-05
8.21,0.041699443521210924,0.057903539105239564,5e-05
8.43,0.03762164650950581,0.058255820815309375,5e-05
8.64,0.036797034283323836,0.05750037811033554,5e-05
8.85,0.038998167586396446,0.06260622030723903,5e-05
9.0,0.03751017887835076,0.05884541852115575,5e-05
9.21,0.04094731505494565,0.05792799890751682,2.5e-05
9.43,0.03693672677327413,0.059165158143298605,2.5e-05
9.64,0.03600684850011021,0.05922967380196866,2.5e-05
9.85,0.03796598595217802,0.06222590586265265,2.5e-05
10.0,0.03651792805079319,0.05999605622442471,2.5e-05
10.21,0.0398892538389191,0.057919876113281414,2.5e-05
10.43,0.036094040163443426,0.060353980036610265,2.5e-05
10.64,0.03520389442176868,0.06006310911359802,2.5e-05
10.85,0.037194366122130305,0.06314128505902648,2.5e-05
11.0,0.035822195428341086,0.05982155883605829,2.5e-05
